"CONAME","lat","long","NAICS6","NAICSD","sales_M","employees","PUBPRV","HDBRCH","is_hq","STATE","STCITY","year"
"Zeta Techologies",51.08165,-113.994797,541330,"Engineering Services",0.231,1,NA,NA,TRUE,"AB","Calgary",2017
"Surepoint Technologies Group",51.049847,-114.077156,541330,"Engineering Services",2.31,10,NA,NA,TRUE,"AB","Calgary",2017
"Aximus Engineering Ltd",51.047102,-114.077697,541330,"Engineering Services",2.079,9,NA,NA,TRUE,"AB","Calgary",2017
"Custom Upstream Engrng Inc",51.047691,-114.07698,541330,"Engineering Services",2.079,9,NA,NA,TRUE,"AB","Calgary",2017
"Magna IV Engineering Ltd",51.0169312720978,-113.836177343841,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"AB","Calgary",2017
"Nielsen Clark & Assoc",51.042587,-114.071635,541330,"Engineering Services",1.386,6,NA,NA,TRUE,"AB","Calgary",2017
"Sci Fi Engineering & Fab",51.094796,-113.987983,541330,"Engineering Services",5.082,22,NA,NA,TRUE,"AB","Calgary",2017
"Sedulous Engineering Inc",51.0042785,-114.045176,541330,"Engineering Services",2.079,9,NA,NA,TRUE,"AB","Calgary",2017
"Stantec",51.044373,-114.099209,541330,"Engineering Services",80.85,350,2,2,FALSE,"AB","Calgary",2017
"Vision Integrity Engrng Ltd",51.04626,-114.087546,541330,"Engineering Services",2.079,9,NA,NA,TRUE,"AB","Calgary",2017
"Parvez Wahid",51.140783,-114.146922,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"AB","Calgary",2017
"Wall Engineering Ltd",51.081508,-114.071382,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"AB","Calgary",2017
"WSP Canada",51.058153,-114.09472,541330,"Engineering Services",3.465,15,2,2,FALSE,"AB","Calgary",2017
"E 2 K Engineering Ltd",50.988978,-114.048797,541330,"Engineering Services",1.848,8,NA,NA,TRUE,"AB","Calgary",2017
"Saipem Canada",51.0458194,-114.0737779,541330,"Engineering Services",2.31,10,NA,NA,TRUE,"AB","Calgary",2017
"Gord Latos",51.028367,-114.174575,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"AB","Calgary",2017
"Fam Canada",51.048842,-114.071037,541330,"Engineering Services",2.31,10,NA,NA,TRUE,"AB","Calgary",2017
"A A Structural Engineering",51.1088183,-113.9689944,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"AB","Calgary",2017
"Robot Carrot Inc",51.0169312720978,-113.836177343841,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"AB","Calgary",2017
"L W Survey Canada U L C",51.047177,-114.084425,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"AB","Calgary",2017
"Contrologix Systems Inc",51.0169312720978,-113.836177343841,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"AB","Calgary",2017
"Pierre Bourget Arpenteur-Gmtr",48.052046,-65.479347,541370,"Surveying & Mapping (except Geophysical) Services",0.882,6,NA,NA,TRUE,"QC","Bonaventure",2017
"Temagami Barge Ltd",47.063846,-79.789563,336611,"Ship Building & Repairing",0.222,1,NA,NA,TRUE,"ON","Temagami",2017
"Brian Cherry",46.304907,-79.459252,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"ON","North Bay",2017
"I N I Networks",43.747807330355,-79.3047050707466,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"ON","Toronto",2017
"St Clair Interactive",43.664872,-79.476606,541511,"Custom Computer Programming Services",1.035,5,NA,NA,TRUE,"ON","Toronto",2017
"Rocmar Engineeering Inc",43.747807330355,-79.3047050707466,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"ON","Toronto",2017
"Schaeffer & Assoc Ltd",43.78934,-79.495172,541330,"Engineering Services",23.1,100,NA,NA,TRUE,"ON","Concord",2017
"B G C Engineering",43.650842,-79.381263,541330,"Engineering Services",2.079,9,NA,NA,TRUE,"ON","Toronto",2017
"Coffey Geotechnics Inc",43.747807330355,-79.3047050707466,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"ON","Toronto",2017
"Donald J T Consultants Ltd",43.747807330355,-79.3047050707466,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"ON","Toronto",2017
"Dufferin Construction Co",43.747807330355,-79.3047050707466,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"ON","Toronto",2017
"Edgeley Bl Concord",43.8089137252847,-79.5069028038724,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"ON","Concord",2017
"Fletcher Associates",43.747807330355,-79.3047050707466,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"ON","Toronto",2017
"Laporte Consultants",43.684974,-79.583841,541330,"Engineering Services",1.386,6,NA,NA,TRUE,"ON","Etobicoke",2017
"Opresnik Engineering",43.747807330355,-79.3047050707466,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"ON","Toronto",2017
"Pedelta Canada Inc",43.6507177,-79.3834722,541330,"Engineering Services",1.386,6,NA,NA,TRUE,"ON","Toronto",2017
"Shellex Groupe Conseil",43.747807330355,-79.3047050707466,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"ON","Toronto",2017
"Trinus Engineering Inc",43.747807330355,-79.3047050707466,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"ON","Toronto",2017
"Urs Canada Inc",43.747807330355,-79.3047050707466,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"ON","Toronto",2017
"Aegis Building Sciences",43.263573,-79.964225,541330,"Engineering Services",0.164,1,NA,NA,TRUE,"ON","Dundas",2017
"EMC Corp",43.649732,-79.375876,541511,"Custom Computer Programming Services",2.07,10,NA,2,FALSE,"ON","Toronto",2017
"Dell EMC",46.1055153,-64.8115713,541511,"Custom Computer Programming Services",2.07,10,NA,2,FALSE,"NB","Moncton",2017
"W S P Canada Inc",53.52685796817,-113.292790392628,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"AB","Sherwood Park",2017
"Burloak Engineered Solutions",43.268812,-79.973632,541330,"Engineering Services",2.31,10,NA,NA,TRUE,"ON","Dundas",2017
"Anex Engineering",55.189315,-118.787933,541330,"Engineering Services",1.386,6,NA,NA,TRUE,"AB","Grande Prairie",2017
"Mountain Coil Tubing Ltd",55.178898,-118.765801,331110,"Iron & Steel Mills & Ferroalloy Manufacturing",68.34,60,NA,NA,TRUE,"AB","Grande Prairie",2017
"B C L Group",43.367204,-79.800325,541330,"Engineering Services",1.386,6,NA,NA,TRUE,"ON","Burlington",2017
"Rohi Engineering Ltd",52.678641199375,-113.581351965625,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"AB","Ponoka",2017
"Bio Technic",52.2927245414044,-114.05075983293,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"AB","Sylvan Lake",2017
"Sure-West Engineering Conslnts",52.2927245414044,-114.05075983293,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"AB","Sylvan Lake",2017
"Barry H Martin PE Consltng",48.494468,-81.35639,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"ON","Timmins",2017
"Gekkotech Computer Svc",45.090922,-64.823309,541511,"Custom Computer Programming Services",1.035,5,NA,NA,TRUE,"NS","Berwick",2017
"Armatures Rosstech Inc",47.7819467842744,-69.2173175943797,331110,"Iron & Steel Mills & Ferroalloy Manufacturing",5.695,5,NA,NA,TRUE,"QC","Rimouski",2017
"Havok Technologies",45.849378,-73.751119,541511,"Custom Computer Programming Services",1.035,5,NA,NA,TRUE,"QC","Saint-Lin-Laurentides",2017
"Megafon Creative Ltd",53.5099088,-113.6207883,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"AB","Edmonton",2017
"Pomeroy Strategic Online Sltns",43.4534363,-80.4086566,541330,"Engineering Services",1.386,6,NA,NA,TRUE,"ON","Kitchener",2017
"Tebulo North America",43.194186,-79.839945,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"ON","Hamilton",2017
"Kocsis Engineering",43.241817,-79.78975,541330,"Engineering Services",0.462,2,NA,NA,TRUE,"ON","Hamilton",2017
"Your Manufacturing Support Inc",43.230068,-79.729719,541330,"Engineering Services",1.155,5,NA,NA,TRUE,"ON","Stoney Creek",2017
"Paradigm Transportation Sltns",43.3562475,-80.3264104,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"ON","Cambridge",2017
"Terri Jones Consltng Group Ltd",43.221211,-79.890227,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"ON","Hamilton",2017
"Genius Inspirata Evolorum",43.250912,-79.87022,541330,"Engineering Services",2.31,10,NA,NA,TRUE,"ON","Hamilton",2017
"Opus",54.5114055,-128.5983355,541330,"Engineering Services",1.386,6,NA,2,FALSE,"BC","Terrace",2017
"Jacobs Canada",53.645389,-112.693133,541330,"Engineering Services",46.2,200,NA,2,FALSE,"AB","Lamont",2017
"Worley Parsons Cord Ltd",53.567295,-113.342738,541330,"Engineering Services",2.31,10,NA,2,FALSE,"AB","Edmonton",2017
"Planitar Inc",43.447851,-80.484529,541511,"Custom Computer Programming Services",5.175,25,NA,NA,TRUE,"ON","Kitchener",2017
"Wintek Engineering Ltd",43.493066,-80.544966,541330,"Engineering Services",2.31,10,NA,NA,TRUE,"ON","Waterloo",2017
"Edgewood Solutions Inc",43.430512,-80.45203,541330,"Engineering Services",2.31,10,NA,NA,TRUE,"ON","Kitchener",2017
"Steelcraft Clemmer Div",43.4831281,-80.5383734,331110,"Iron & Steel Mills & Ferroalloy Manufacturing",22.78,20,NA,NA,TRUE,"ON","Waterloo",2017
"S M S Distirbution",45.46061,-73.81889,331110,"Iron & Steel Mills & Ferroalloy Manufacturing",9.112,8,NA,NA,TRUE,"QC","Kirkland",2017
"Aecon Utility Engineering",43.6901144,-79.5843804,541330,"Engineering Services",2.31,10,2,2,FALSE,"ON","Etobicoke",2017
"Canadian Nautical Conslnts",45.142412,-74.5023,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"ON","Lancaster",2017
"Danny Drolet Inc",45.345898,-73.693888,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"QC","Chateauguay",2017
"B M Svc Techniques Inc",46.819251,-71.291226,541370,"Surveying & Mapping (except Geophysical) Services",1.47,10,NA,NA,TRUE,"QC","Quebec",2017
"Emmanuel Boulais",46.743475,-71.219495,541370,"Surveying & Mapping (except Geophysical) Services",0.882,6,NA,NA,TRUE,"QC","Quebec",2017
"Dominic Lafrance",46.743475,-71.219495,541370,"Surveying & Mapping (except Geophysical) Services",0.882,6,NA,NA,TRUE,"QC","Quebec",2017
"Audrey Hamel",46.743475,-71.219495,541370,"Surveying & Mapping (except Geophysical) Services",0.882,6,NA,NA,TRUE,"QC","Quebec",2017
"Carrier Marc-Andre & Alain",46.4774305661696,-71.466389468149,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"QC","Levis",2017
"G P L C Inc",46.820341,-71.316359,541370,"Surveying & Mapping (except Geophysical) Services",0.882,6,NA,NA,TRUE,"QC","Quebec",2017
"G P L C Inc",46.4774305661696,-71.466389468149,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"QC","Levis",2017
"Pierre Hains",46.806862,-71.291371,541370,"Surveying & Mapping (except Geophysical) Services",0.882,6,NA,NA,TRUE,"QC","Quebec",2017
"Vaillancourt Robitaille Savoie",46.729779,-71.276756,541370,"Surveying & Mapping (except Geophysical) Services",0.882,6,NA,NA,TRUE,"QC","Levis",2017
"D L T Arpenteurs Geometres",46.794922,-71.274235,541370,"Surveying & Mapping (except Geophysical) Services",0.882,6,NA,NA,TRUE,"QC","Quebec",2017
"Pliage Quebec",46.820229,-71.277061,331110,"Iron & Steel Mills & Ferroalloy Manufacturing",5.695,5,NA,NA,TRUE,"QC","Quebec",2017
"Consultants Lemay Et Choiniere",46.722021,-71.268031,541330,"Engineering Services",1.155,5,NA,NA,TRUE,"QC","Levis",2017
"Groupe Gedic Inc",46.707344,-71.298344,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"QC","Levis",2017
"R D Technologies",46.754775,-71.233828,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"QC","Levis",2017
"Simco Technologie Inc",46.796824,-71.31291,541330,"Engineering Services",1.617,7,NA,NA,TRUE,"QC","Quebec",2017
"Solution Sismique Inc",46.829893,-71.256426,541330,"Engineering Services",1.386,6,NA,NA,TRUE,"QC","Quebec",2017
"Prodevco Robotique Inc",46.4774305661696,-71.466389468149,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"QC","Levis",2017
"Gilles Bellemare",47.013901,-70.965815,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"QC","Sainte-Anne-De-Beaupre",2017
"Claire Bellemare",47.013901,-70.965815,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"QC","Sainte-Anne-De-Beaupre",2017
"Yves Lefebvre",46.8599017,-71.3302759,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"QC","Quebec",2017
"Efel Senc",45.766147,-73.490512,541330,"Engineering Services",1.386,6,NA,NA,TRUE,"QC","Repentigny",2017
"Ingeo Experts-Conseils Inc",45.7373401,-73.4603149,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"QC","Repentigny",2017
"Stantec",52.977449,-122.495539,541330,"Engineering Services",1.848,8,2,2,FALSE,"BC","Quesnel",2017
"J V K Indl Automation Inc",43.3465016088608,-80.290594921519,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"ON","Cambridge",2017
"Delcan Corp",43.3546795,-79.7958905,541330,"Engineering Services",4.158,18,NA,2,FALSE,"ON","Burlington",2017
"Parsons Inc",45.50155,-73.570142,541330,"Engineering Services",4.158,18,NA,2,FALSE,"QC","Montreal",2017
"Recovery Force",43.543873,-80.288227,541511,"Custom Computer Programming Services",0.828,4,NA,NA,TRUE,"ON","Guelph",2017
"Brown & Beattie",43.551357,-80.224801,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"ON","Guelph",2017
"S G Baker & Assoc Inc",43.528686,-80.207969,331110,"Iron & Steel Mills & Ferroalloy Manufacturing",2.278,2,NA,NA,TRUE,"ON","Guelph",2017
"Dazeneveu Arpenteurs-Geometres",45.956787,-73.706118,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"QC","Sainte-Julienne",2017
"Pro Sept",46.546371,-75.487665,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"QC","Mont-Laurier",2017
"Sigouin N Infra-Conseils",46.552871,-75.496641,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"QC","Mont-Laurier",2017
"Induktion Groupe Conseil",46.342201,-72.549819,541330,"Engineering Services",1.386,6,NA,NA,TRUE,"QC","Trois-Rivieres",2017
"Le Groupe Gesfor",46.351498,-72.594179,541330,"Engineering Services",0.462,2,NA,NA,TRUE,"QC","Trois-Rivieres",2017
"K Y S U Engineering Svc",53.9802593910026,-122.790120286889,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"BC","Prince George",2017
"Voxel Farm",45.475072,-73.466776,541511,"Custom Computer Programming Services",0.828,4,NA,NA,TRUE,"QC","Brossard",2017
"Hatch Mott Macdonald",49.016941,-88.26376,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"ON","Nipigon",2017
"Tulloch Engineering",48.336066,-85.174602,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"ON","White River",2017
"Connectsteel Engineering Svc",43.7928068,-79.7063317,541330,"Engineering Services",0.462,2,NA,NA,TRUE,"ON","Brampton",2017
"U P 3 Engineering Inc",43.7160884777003,-79.6434266240418,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"ON","Brampton",2017
"M J Roofing & Supply Ltd",49.855201,-99.95806,541330,"Engineering Services",1.64,10,NA,NA,TRUE,"MB","Brandon",2017
"David S Mcburney",49.9734152101108,-98.2924971962604,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"MB","Portage La Prairie",2017
"Ally Engineering Ltd",49.15944,-121.960892,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"BC","Chilliwack",2017
"R C L Consulting Ltd",48.5821786138462,-123.427886040769,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"BC","Saanichton",2017
"P B X Engineering",48.436278,-123.373206,541330,"Engineering Services",1.848,8,NA,NA,TRUE,"BC","Victoria",2017
"3GA Marine Ltd",48.4468443,-123.4260509,541330,"Engineering Services",1.848,8,NA,NA,TRUE,"BC","Victoria",2017
"Wey Mayenburg Land Surveying",48.651503,-123.407979,541370,"Surveying & Mapping (except Geophysical) Services",0.882,6,NA,NA,TRUE,"BC","Sidney",2017
"Island Land Surveying",48.456889,-123.378027,541370,"Surveying & Mapping (except Geophysical) Services",0.882,6,NA,NA,TRUE,"BC","Victoria",2017
"Michael Claxton",48.5821786138462,-123.427886040769,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"BC","Saanichton",2017
"On X Enterprise Solutions",45.320477,-66.080575,541511,"Custom Computer Programming Services",1.035,5,NA,2,FALSE,"NB","Saint John",2017
"Active Assets & Assoc Inc",49.284648,-123.114909,541511,"Custom Computer Programming Services",0.828,4,NA,NA,TRUE,"BC","Vancouver",2017
"Coregenesis Systems Inc",49.2528028,-123.0108576,541511,"Custom Computer Programming Services",0.828,4,NA,NA,TRUE,"BC","Burnaby",2017
"Vision 33",49.244305,-122.971762,541511,"Custom Computer Programming Services",10.35,50,NA,NA,TRUE,"BC","Burnaby",2017
"Bradford & Assoc",49.2793394622887,-123.041048895969,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"BC","Vancouver",2017
"Inbionics Co",49.2793394622887,-123.041048895969,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"BC","Vancouver",2017
"R D Engineering Ltd",49.288604,-123.123368,541330,"Engineering Services",1.155,5,NA,NA,TRUE,"BC","Vancouver",2017
"Zavosh Consulting Inc",49.263057,-123.109226,541330,"Engineering Services",1.386,6,NA,NA,TRUE,"BC","Vancouver",2017
"Blue Coast Metallurgy",49.2793394622887,-123.041048895969,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"BC","Vancouver",2017
"Studio Aproposl",49.2815322,-123.1284497,541330,"Engineering Services",1.848,8,NA,NA,TRUE,"BC","Vancouver",2017
"Amray Land Surveying Ltd",49.239335,-123.019679,541370,"Surveying & Mapping (except Geophysical) Services",1.47,10,NA,NA,TRUE,"BC","Burnaby",2017
"S R C Consultants",49.266188,-123.010864,541330,"Engineering Services",2.31,10,NA,NA,TRUE,"BC","Burnaby",2017
"Golder Associates Ltd",49.283807,-123.111753,541330,"Engineering Services",5.544,24,NA,2,FALSE,"BC","Vancouver",2017
"Klein Systems Group",49.267768,-123.006115,541511,"Custom Computer Programming Services",0.828,4,NA,NA,TRUE,"BC","Burnaby",2017
"Bogdonov Pao Assoc Ltd",49.264623,-123.142885,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"BC","Vancouver",2017
"A 2 S Assoc Ltd",46.492226,-80.988118,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"ON","Sudbury",2017
"Rio Tinto",46.4960997,-81.0111163,541330,"Engineering Services",1.155,5,NA,NA,TRUE,"ON","Sudbury",2017
"Thorpe Canada",46.427621,-81.107849,541330,"Engineering Services",0.462,2,NA,NA,TRUE,"ON","Lively",2017
"Granville B Vickerman & Assoc",46.522062,-80.946596,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"ON","Sudbury",2017
"C 2 S Engineering Inc",46.454452,-81.005863,541330,"Engineering Services",1.386,6,NA,NA,TRUE,"ON","Sudbury",2017
"Arpent R",46.044276,-71.925794,541370,"Surveying & Mapping (except Geophysical) Services",0.882,6,NA,NA,TRUE,"QC","Victoriaville",2017
"Carl Lefebvre",46.059551,-71.946409,541370,"Surveying & Mapping (except Geophysical) Services",0.882,6,NA,NA,TRUE,"QC","Victoriaville",2017
"Ecce Terra Arpenteurs",45.586042,-70.899621,541370,"Surveying & Mapping (except Geophysical) Services",1.176,8,NA,NA,TRUE,"QC","Lac-Megantic",2017
"Belanger Marc-Andre",45.571069,-72.009579,541370,"Surveying & Mapping (except Geophysical) Services",1.176,8,NA,NA,TRUE,"QC","Windsor",2017
"Dazeneveu Arpenteurs-Geometres",46.0319007464248,-73.4446579597446,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"QC","Joliette",2017
"Ricard Groupe Conseil",46.08624,-73.613472,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"QC","Saint-Ambroise-De-Kildare",2017
"C M C Engineering Ltd",43.581157,-79.695662,541330,"Engineering Services",1.155,5,NA,NA,TRUE,"ON","Mississauga",2017
"Contex Canada Inc",43.7148021,-79.6571904,541330,"Engineering Services",4.62,20,NA,NA,TRUE,"ON","Mississauga",2017
"Dynacon Enterprises",43.712432,-79.630127,541330,"Engineering Services",2.31,10,NA,NA,TRUE,"ON","Mississauga",2017
"Alcona Engineering Inc",43.652402,-79.651014,541330,"Engineering Services",1.386,6,NA,NA,TRUE,"ON","Mississauga",2017
"K S R J Systems Designers Inc",43.7160884777003,-79.6434266240418,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"ON","Mississauga",2017
"Khandian Customers Metals",43.7160884777003,-79.6434266240418,331110,"Iron & Steel Mills & Ferroalloy Manufacturing",9.112,8,NA,NA,TRUE,"ON","Mississauga",2017
"Bachand Andre",45.409049,-71.930422,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"QC","Sherbrooke",2017
"Lessard Danick",45.409049,-71.930422,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"QC","Sherbrooke",2017
"I S L Engrng & Land Svc Ltd",50.5811070612167,-113.874274409886,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"AB","High River",2017
"Berard Tremblay",45.5999635258523,-73.4424533290483,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"QC","Boucherville",2017
"Comeau Experts-Conseils",45.5775042,-73.3105609,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"QC","Sainte-Julie",2017
"Energenia Inc",45.454514,-73.491346,541330,"Engineering Services",1.386,6,NA,NA,TRUE,"QC","Brossard",2017
"Macogep Inc",45.503205,-73.569465,541330,"Engineering Services",16.17,70,NA,NA,TRUE,"QC","Montreal",2017
"Stantec",45.542943,-73.490931,541330,"Engineering Services",80.85,350,2,2,FALSE,"QC","Longueuil",2017
"Canadian Robotics Ltd",49.781244,-94.404119,541330,"Engineering Services",1.386,6,NA,NA,TRUE,"ON","Kenora",2017
"Maryse Phaneuf Arpenteur-Gmtr",45.266417,-72.148012,541370,"Surveying & Mapping (except Geophysical) Services",0.882,6,NA,NA,TRUE,"QC","Magog",2017
"Sub-Arctic Surveys Ltd",63.74771343,-68.52165696,541370,"Surveying & Mapping (except Geophysical) Services",1.47,10,NA,NA,TRUE,"NU","Iqaluit",2017
"CIMA+",49.675475,-124.920112,541330,"Engineering Services",2.772,12,NA,2,FALSE,"BC","Comox",2017
"Jules J Breau Et Fils Ltee",47.2806344948775,-65.0788087614699,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"NB","Neguac",2017
"Leger Boat Builder",46.2091894827967,-64.3509692040075,336612,"Boat Building",1.188,6,NA,NA,TRUE,"NB","Petit-Cap",2017
"Daigle Surveys Ltd",46.0976358472377,-64.7380499647038,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"NB","Moncton",2017
"J L Macleod & Assoc Inc",46.0101603753366,-64.8192841839798,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"NB","Upper Coverdale",2017
"Atlus Geomatics",46.10081,-64.70352,541370,"Surveying & Mapping (except Geophysical) Services",0.882,6,NA,NA,TRUE,"NB","Dieppe",2017
"SNC-LAVALIN Inc",50.687428,-102.017606,541330,"Engineering Services",5.775,25,2,2,FALSE,"SK","Esterhazy",2017
"Thiedig Surveys",51.2100473844971,-102.466202849493,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"SK","Yorkton",2017
"Tim Humberstone",49.013964363619,-124.19518911774,541511,"Custom Computer Programming Services",0.828,4,NA,NA,TRUE,"BC","Cobble Hill",2017
"Eagle Engineering Ltd",48.7849261661626,-123.701380569471,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"BC","Duncan",2017
"P J Stringer",45.07418,-77.90029,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"ON","Bancroft",2017
"M J Mc Alpine",45.07418,-77.90029,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"ON","Bancroft",2017
"W W Lorenz",45.07418,-77.90029,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"ON","Bancroft",2017
"K R Amer",45.07418,-77.90029,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"ON","Bancroft",2017
"C D Royce",45.07418,-77.90029,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"ON","Bancroft",2017
"Tremblay & Fortin Arpenteurs",47.628058,-70.141587,541370,"Surveying & Mapping (except Geophysical) Services",0.294,2,NA,NA,TRUE,"QC","La Malbaie",2017
"Gord P Colbourne",44.1653686015322,-77.3929041382022,541330,"Engineering Services",0.462,2,NA,NA,TRUE,"ON","Belleville",2017
"G D Jewell Engineering",44.17493,-77.448553,541330,"Engineering Services",1.386,6,NA,NA,TRUE,"ON","Belleville",2017
"Concept Plus Architecture",50.2870039569543,-107.799236306904,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"SK","Swift Current",2017
"Services Genicad Inc",45.637345,-73.747029,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"QC","Laval",2017
"Genica Ingenieurs-Conseils",45.623023,-73.777184,541330,"Engineering Services",1.155,5,NA,NA,TRUE,"QC","Laval",2017
"E M S Ingenierie",45.587887,-73.722015,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"QC","Laval",2017
"Groupe Meunier Arpenteurs",45.74357,-73.596975,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"QC","Mascouche",2017
"F P T",45.702653,-73.638187,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"QC","Terrebonne",2017
"C N C Concept Inc",45.671803,-73.861828,336411,"Aircraft Manufacturing",3.025,5,NA,NA,TRUE,"QC","Blainville",2017
"B P Fer Ornemental",45.626256,-73.834435,331110,"Iron & Steel Mills & Ferroalloy Manufacturing",10.251,9,NA,NA,TRUE,"QC","Boisbriand",2017
"Equiluqs",45.70325,-73.926239,541330,"Engineering Services",1.155,5,NA,NA,TRUE,"QC","Mirabel",2017
"Dorcosult Inc",45.627497,-73.971442,541330,"Engineering Services",2.079,9,NA,NA,TRUE,"QC","Mirabel",2017
"Projeco Experts Conseils Inc",45.6235008,-73.8597435,541330,"Engineering Services",2.079,9,NA,NA,TRUE,"QC","Boisbriand",2017
"S B A Ingenieurs Conseils",45.651161,-73.84545,541330,"Engineering Services",0.231,1,NA,NA,TRUE,"QC","Blainville",2017
"Domaine De L'Oree Des Bois",45.6387806,-73.8408534,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"QC","Sainte-Therese",2017
"Norcan Marine Inc",46.1637,-62.64674,336612,"Boat Building",0.594,3,NA,NA,TRUE,"PE","Montague",2017
"Aspin Kemp & Assoc",46.1637,-62.64674,541330,"Engineering Services",1.617,7,NA,NA,TRUE,"PE","Montague",2017
