"CONAME","lat","long","NAICS6","NAICSD","sales_M","employees","PUBPRV","HDBRCH","STATE","STCITY","year"
"R B Engineering",48.890448,-123.697906,541330,"Engineering Services",0.693,3,NA,NA,"BC","Chemainus",2022
"Geonorth Engineering Ltd",53.9073785,-122.793384,541330,"Engineering Services",4.62,20,NA,NA,"BC","Prince George",2022
"Binnie & Assoc",49.736531,-123.132932,541330,"Engineering Services",1.848,8,NA,NA,"BC","Squamish",2022
"R F Binnie Assoc",49.248516,-122.979958,541330,"Engineering Services",38.115,165,NA,NA,"BC","Burnaby",2022
"King R F & Assoc",48.567257,-123.462418,541330,"Engineering Services",0.693,3,NA,NA,"BC","Brentwood Bay",2022
"Rma Engineering Ltd",49.213284,-123.119556,541330,"Engineering Services",0.924,4,NA,NA,"BC","Vancouver",2022
"R Somerville Geologigal Ltd",49.311918,-123.081761,541330,"Engineering Services",0.231,1,NA,NA,"BC","North Vancouver",2022
"RAM Communications Cnslts",49.18667,-123.104869,541330,"Engineering Services",0.231,1,NA,NA,"BC","Richmond",2022
"Pure-Tech Structure Design Ltd",49.181222,-123.0717272,541330,"Engineering Services",1.155,5,NA,NA,"BC","Richmond",2022
"Read Jones Christoffersen",49.263167,-123.104915,541330,"Engineering Services",25.41,110,NA,NA,"BC","Vancouver",2022
"Read Jones Christoffersen Ltd",48.4335171,-123.3809958,541330,"Engineering Services",3.465,15,NA,NA,"BC","Victoria",2022
"AECOM",49.861872,-119.491213,541330,"Engineering Services",3.003,13,NA,NA,"BC","Kelowna",2022
"Robert D Tuff & Assoc Ltd",48.718206,-123.653737,541330,"Engineering Services",0.164,1,NA,NA,"BC","Duncan",2022
"Robertson Geo Consultants Inc",49.2851455,-123.1179834,541330,"Engineering Services",2.772,12,NA,NA,"BC","Vancouver",2022
"Mould Engineering",49.885371,-119.489898,541330,"Engineering Services",1.848,8,NA,NA,"BC","Kelowna",2022
"Scs Engineering Ltd",49.264861,-123.112168,541330,"Engineering Services",3.234,14,NA,NA,"BC","Vancouver",2022
"SHM Marine Intl Inc",48.4879,-123.382976,541330,"Engineering Services",3.465,15,NA,NA,"BC","Victoria",2022
"S M Engineering Ltd",49.178939,-123.14409,541330,"Engineering Services",0.462,2,NA,NA,"BC","Richmond",2022
"NEXT Environmental Inc",49.262881,-123.023497,541330,"Engineering Services",3.927,17,NA,NA,"BC","Burnaby",2022
"SRC Engineering Consultants",49.2572298,-123.0097285,541330,"Engineering Services",4.62,20,NA,NA,"BC","Burnaby",2022
"Sasamat Volunteer Fire Dept",49.317238,-122.912531,541330,"Engineering Services",0.693,7,NA,NA,"BC","Belcarra",2022
"G S Sayers Engineering Ltd",49.266586,-123.108644,541330,"Engineering Services",17.325,75,NA,NA,"BC","Vancouver",2022
"Schenke Bawol Engineering Ltd",49.288057,-123.126376,541330,"Engineering Services",1.848,8,NA,NA,"BC","Vancouver",2022
"Sealand Aerospace",50.059119,-125.350453,336411,"Aircraft Manufacturing",3.025,5,NA,NA,"BC","Campbell River",2022
"Senes Consultants Ltd",49.263473,-123.13588,541330,"Engineering Services",0.462,2,NA,NA,"BC","Vancouver",2022
"Shatzko Engineering",50.260484,-119.246768,541330,"Engineering Services",1.155,5,NA,NA,"BC","Vernon",2022
"Shuswap Fire & Safety",50.734748,-119.272277,541330,"Engineering Services",1.155,5,NA,NA,"BC","Salmon Arm",2022
"Siefken Engineering",49.203288,-122.910316,541330,"Engineering Services",2.31,10,NA,NA,"BC","New Westminster",2022
"Simpson Power Products Ltd",49.236535,-122.868266,541330,"Engineering Services",13.86,60,NA,NA,"BC","Coquitlam",2022
"Somerset Engineering Group Inc",49.259137,-122.98076,541330,"Engineering Services",4.389,19,NA,NA,"BC","Burnaby",2022
"Spar Consultants Structural",48.4194604,-123.5082939,541330,"Engineering Services",0.462,2,NA,NA,"BC","Victoria",2022
"SRK Consulting Inc",49.287514,-123.118367,541330,"Engineering Services",25.41,110,NA,NA,"BC","Vancouver",2022
"Sterling Cooper & Assoc",49.2863185,-123.1250359,541330,"Engineering Services",6.699,29,NA,NA,"BC","Vancouver",2022
"Stolberg Engineering Ltd",49.195299,-123.080633,541330,"Engineering Services",5.082,22,NA,NA,"BC","Richmond",2022
"Systek Engineering Ltd",49.3188274,-122.9705971,541330,"Engineering Services",0.462,2,NA,NA,"BC","North Vancouver",2022
"TDS Industrial Svc Ltd",53.9050045,-122.7892115,541330,"Engineering Services",1.848,8,NA,NA,"BC","Prince George",2022
"Tgk Development Engrng Ltd",49.0528592,-122.3104124,541330,"Engineering Services",0.693,3,NA,NA,"BC","Abbotsford",2022
"T K Thermal Kinetics Ltd",49.338243,-123.086787,541330,"Engineering Services",2.31,10,NA,NA,"BC","North Vancouver",2022
"TNT Total Naval Technological",49.316607,-123.074269,541330,"Engineering Services",0.462,2,NA,NA,"BC","North Vancouver",2022
"True Consulting Group",50.679006,-120.272125,541330,"Engineering Services",6.93,30,NA,NA,"BC","Kamloops",2022
"Teleconsult Limited",49.2864678,-123.1218254,541330,"Engineering Services",5.775,25,NA,NA,"BC","Vancouver",2022
"Deloitte & Touche Consulting",49.2864678,-123.1218254,541330,"Engineering Services",0.231,1,NA,NA,"BC","Vancouver",2022
"Thompson Geotechnical Conslnts",49.3153545,-123.092809,541330,"Engineering Services",0.462,2,NA,NA,"BC","North Vancouver",2022
"Thurber Engineering Ltd",49.288057,-123.126376,541330,"Engineering Services",8.085,35,NA,NA,"BC","Vancouver",2022
"Thurber Engineering Ltd",48.4939893,-123.4066148,541330,"Engineering Services",4.851,21,NA,NA,"BC","Victoria",2022
"Torres Engineering Design",49.8807,-119.45845,541330,"Engineering Services",0.231,1,NA,NA,"BC","Kelowna",2022
"Transmountain Engineering Ltd",49.861136,-119.486095,541330,"Engineering Services",0.231,1,NA,NA,"BC","Kelowna",2022
"Lloyd Engineering",49.4243607,-123.6531407,541330,"Engineering Services",0.693,3,NA,NA,"BC","Roberts Creek",2022
"Underhill Geomatics Ltd",49.257723,-122.91221,541330,"Engineering Services",3.234,50,NA,NA,"BC","Burnaby",2022
"United Pacific Consultants",49.265784,-123.113281,541330,"Engineering Services",0.693,3,NA,NA,"BC","Vancouver",2022
"Urban Systems Ltd",49.17251,-123.072036,541330,"Engineering Services",11.55,50,NA,NA,"BC","Richmond",2022
"Urban Systems Ltd",49.889195,-119.493507,541330,"Engineering Services",12.705,55,NA,NA,"BC","Kelowna",2022
"Urban Systems Ltd",50.674215,-120.335694,541330,"Engineering Services",18.48,80,NA,NA,"BC","Kamloops",2022
"Vector Engineering Svc Ltd",49.255521,-122.977288,541330,"Engineering Services",4.62,20,NA,NA,"BC","Burnaby",2022
"Ventec Co",49.268283,-123.113382,541330,"Engineering Services",0.462,2,NA,NA,"BC","Vancouver",2022
"Versacon Consultants Inc",49.347197,-123.080787,541330,"Engineering Services",0.462,2,NA,NA,"BC","North Vancouver",2022
"Villholth Jensen & Assoc Ltd",49.340301,-123.107253,541330,"Engineering Services",0.462,2,NA,NA,"BC","North Vancouver",2022
"Marsh Engineering",49.341345,-123.068798,541330,"Engineering Services",0.924,4,NA,NA,"BC","North Vancouver",2022
"Walemco Engineering Ltd",49.138003,-122.307806,541330,"Engineering Services",0.231,1,NA,NA,"BC","Mission",2022
"Watson Engineering Ltd",50.6749015,-120.3228295,541330,"Engineering Services",3.003,13,NA,NA,"BC","Kamloops",2022
"Web Engineering Ltd",49.264447,-123.012451,541330,"Engineering Services",2.772,12,NA,NA,"BC","Burnaby",2022
"Weir-Jones Engrng Conslnts Ltd",49.207358,-123.097987,541330,"Engineering Services",5.313,23,NA,NA,"BC","Vancouver",2022
"Westcoast Mineral Testing Inc",49.335208,-123.096456,541330,"Engineering Services",0.231,1,NA,NA,"BC","North Vancouver",2022
"Controlled Fire Svc",49.638939,-115.956653,541330,"Engineering Services",1.155,5,NA,NA,"BC","Kimberley",2022
"Western Environmental Svc Ltd",48.426583,-123.325043,541330,"Engineering Services",0.693,3,NA,NA,"BC","Victoria",2022
"Westmark Engineering & Machine",49.346914,-123.065952,541330,"Engineering Services",1.848,8,NA,NA,"BC","North Vancouver",2022
"Wildstone Construction",49.487347,-119.586987,541330,"Engineering Services",6.93,30,NA,NA,"BC","Penticton",2022
"Clearesult",49.28476,-123.118004,541330,"Engineering Services",2.31,10,NA,NA,"BC","Vancouver",2022
"Sokulski Engineering Ltd",49.327757,-123.158474,541330,"Engineering Services",0.924,4,NA,NA,"BC","West Vancouver",2022
"Woodpro Engineering Ltd",53.9137984,-122.754615,541330,"Engineering Services",1.386,6,NA,NA,"BC","Prince George",2022
"Fluor Daniel Wright Ltd",49.289007,-123.129313,541330,"Engineering Services",64.218,278,NA,NA,"BC","Vancouver",2022
"4 D Engineering Ltd",49.893552,-119.4187682,541330,"Engineering Services",0.924,4,NA,NA,"BC","Kelowna",2022
"Mc Donnell & Assoc",44.650094,-63.583661,541330,"Engineering Services",0.231,1,NA,NA,"NS","Halifax",2022
"Aqua Eng Consulting",44.671465,-63.494488,541330,"Engineering Services",0.462,2,NA,NA,"NS","Dartmouth",2022
"Giffin J M Engineering Inc",45.852571,-64.258114,541330,"Engineering Services",1.617,7,NA,NA,"NS","Fort Lawrence",2022
"A H Lohnes & Assoc Ltd",44.676763,-63.536697,541330,"Engineering Services",2.31,10,NA,NA,"NS","Dartmouth",2022
"A H Roy & Assoc Ltd",45.629034,-61.987118,541330,"Engineering Services",1.848,8,NA,NA,"NS","Antigonish",2022
"All-Energy Engineering Ltd",44.640471,-63.586614,541330,"Engineering Services",0.924,4,NA,NA,"NS","Halifax",2022
"Association of Prof Engineers",44.64209,-63.571441,541330,"Engineering Services",2.541,11,NA,NA,"NS","Halifax",2022
"Barber Engineering Svc Ltd",44.652287,-63.632637,541330,"Engineering Services",0.462,2,NA,NA,"NS","Halifax",2022
"Bassett Engineering Ltd",44.681077,-63.666978,541330,"Engineering Services",0.693,3,NA,NA,"NS","Halifax",2022
"Amec Foster Wheeler",44.70032,-63.579551,541330,"Engineering Services",10.395,45,NA,NA,"NS","Dartmouth",2022
"BMR Structural Engineering",44.643965,-63.575224,541330,"Engineering Services",3.234,14,NA,NA,"NS","Halifax",2022
"Burnside Consultants",44.767386,-63.683332,541330,"Engineering Services",1.617,7,NA,NA,"NS","Lower Sackville",2022
"Campbell Comeau Engineering",44.654818,-63.600189,541330,"Engineering Services",3.696,16,NA,NA,"NS","Halifax",2022
"Chebucto Engineering Ltd",44.640471,-63.586614,541330,"Engineering Services",0.462,2,NA,NA,"NS","Halifax",2022
"Macdonnell Group",44.644489,-63.572554,541330,"Engineering Services",2.31,10,NA,NA,"NS","Halifax",2022
"Donald T Matheson Engineering",44.661614,-63.614939,541330,"Engineering Services",0.924,4,NA,NA,"NS","Halifax",2022
"Dumac Energy Ltd",44.704898,-63.663234,541330,"Engineering Services",3.465,15,NA,NA,"NS","Halifax",2022
"F C O'Neill Scriven & Assoc",46.136036,-60.1844699,541330,"Engineering Services",1.617,7,NA,NA,"NS","Sydney",2022
"F C O'Neill Scriven & Assoc",44.653612,-63.627898,541330,"Engineering Services",7.392,32,NA,NA,"NS","Halifax",2022
"Femto Electronics Ltd",44.821286,-63.696482,541330,"Engineering Services",0.462,2,NA,NA,"NS","Beaver Bank",2022
"Forgeron Engineering Ltd",44.71493,-63.716165,541330,"Engineering Services",0.462,2,NA,NA,"NS","Bedford",2022
"Longstaff-Parker-Wamboldt",44.680829,-63.539548,541330,"Engineering Services",1.617,7,NA,NA,"NS","Dartmouth",2022
"GEOCON Atlantic Ndt",44.706503,-63.603993,541330,"Engineering Services",2.079,9,NA,NA,"NS","Dartmouth",2022
"Groundwater Technology Inc",44.6604282,-63.6280609,541330,"Engineering Services",0.462,2,NA,NA,"NS","Halifax",2022
"Mcw Thompson",45.362045,-63.280093,541330,"Engineering Services",2.079,9,NA,NA,"NS","Truro",2022
"Hiltz & Seamone Co Ltd",45.06589,-64.58271,541330,"Engineering Services",1.386,6,NA,NA,"NS","Coldbrook",2022
"IGL Canada Ltd",44.6510897,-63.5760891,541330,"Engineering Services",0.231,1,NA,NA,"NS","Halifax",2022
"J W Cowie Engineering Ltd",44.636995,-63.569631,541330,"Engineering Services",0.462,2,NA,NA,"NS","Halifax",2022
"Wagner L Engineering",44.672992,-63.61113,541330,"Engineering Services",0.693,3,NA,NA,"NS","Halifax",2022
"Lengkeek Vessel Engrng Inc",44.664389,-63.568006,541330,"Engineering Services",1.617,7,NA,NA,"NS","Dartmouth",2022
"MSEI Atlantic Inc",44.64678,-63.571319,541330,"Engineering Services",1.848,8,NA,NA,"NS","Halifax",2022
"Mallett & Assoc Eng Ltd",44.6485461,-63.57308,541330,"Engineering Services",2.31,10,NA,NA,"NS","Halifax",2022
"Martec Limited",44.695685,-63.575137,541330,"Engineering Services",10.395,45,NA,NA,"NS","Dartmouth",2022
"Metocean Data Systems",44.699403,-63.595049,541330,"Engineering Services",9.933,43,NA,NA,"NS","Dartmouth",2022
"M & R Engineering Ltd",44.652219,-63.584175,541330,"Engineering Services",7.161,31,NA,NA,"NS","Halifax",2022
"Lediare Morris Assoc Ltd",44.666144,-63.567415,541330,"Engineering Services",1.617,7,NA,NA,"NS","Dartmouth",2022
"Neale Engineering Ltd",44.653367,-63.605246,541330,"Engineering Services",1.617,7,NA,NA,"NS","Halifax",2022
"Strum Engineering Assoc Ltd",44.69697,-63.57738,541330,"Engineering Services",3.234,14,NA,NA,"NS","Dartmouth",2022
"Ocean Blue Music Ltd",43.8465035,-66.1159004,541330,"Engineering Services",0.462,2,NA,NA,"NS","Yarmouth",2022
"Oldham Engineers Inc",44.70844,-63.59542,541330,"Engineering Services",1.848,8,NA,NA,"NS","Dartmouth",2022
"Passmore Inspection",44.668234,-63.58174,541330,"Engineering Services",0.924,4,NA,NA,"NS","Dartmouth",2022
"Professional Project Eng Ltd",44.6424507,-63.5791209,541330,"Engineering Services",0.693,3,NA,NA,"NS","Halifax",2022
"Ross-Willcocks & Assoc Ltd",44.641398,-63.577977,541330,"Engineering Services",0.231,1,NA,NA,"NS","Halifax",2022
"Ruitenberg Inc",44.6820629,-63.9154012,541330,"Engineering Services",0.231,1,NA,NA,"NS","Head of St Marga",2022
"Sani Engineering Ltd",44.69691,-63.59592,541330,"Engineering Services",1.617,7,NA,NA,"NS","Dartmouth",2022
"Strait Engineering Ltd",45.6213315,-61.3629583,541330,"Engineering Services",1.617,8,NA,NA,"NS","Port Hawkesbury",2022
"Strum Engineering Assoc Ltd",46.1368461,-60.1954133,541330,"Engineering Services",1.155,5,NA,NA,"NS","Sydney",2022
"Synergtic Engineering Assoc",44.660305,-63.542698,541330,"Engineering Services",0.462,2,NA,NA,"NS","Dartmouth",2022
"T J Engineering Svc Ltd",44.710864,-63.587168,541330,"Engineering Services",1.386,6,NA,NA,"NS","Dartmouth",2022
"Tech Marine Ltd",44.676698,-63.563732,541330,"Engineering Services",0.231,1,NA,NA,"NS","Dartmouth",2022
"Horner Associates Ltd",45.366807,-63.284279,541330,"Engineering Services",2.541,11,NA,NA,"NS","Truro",2022
"W Roberts & Assoc Ltd",44.6377905,-63.596196,541330,"Engineering Services",0.462,2,NA,NA,"NS","Halifax",2022
"Waugh Associates Ltd",44.667509,-63.56445,541330,"Engineering Services",0.231,1,NA,NA,"NS","Dartmouth",2022
"Zwicker Engineering",44.707687,-63.848349,541330,"Engineering Services",0.231,1,NA,NA,"NS","Stillwater Lake",2022
"Zwicker Engineering",44.707687,-63.848349,541330,"Engineering Services",0.231,1,NA,NA,"NS","Stillwater Lake",2022
"AJP Engineering Svc",49.903844,-97.127483,541330,"Engineering Services",2.31,10,NA,NA,"MB","Winnipeg",2022
"Mcw/Age Consulting Pro Engr",49.901652,-97.211007,541330,"Engineering Services",16.17,70,NA,NA,"MB","Winnipeg",2022
"Association-Professional Engrs",49.857614,-97.15128,541330,"Engineering Services",2.772,12,NA,NA,"MB","Winnipeg",2022
"M Block & Assoc Ltd",49.951473,-97.122108,541330,"Engineering Services",1.617,7,NA,NA,"MB","Winnipeg",2022
"Boge & Boge",49.904517,-97.14368,541330,"Engineering Services",4.158,18,NA,NA,"MB","Winnipeg",2022
"Can-Tec Design-Drafting Svc",49.942714,-97.113171,541330,"Engineering Services",1.617,7,NA,NA,"MB","Winnipeg",2022
"Cand-Ag Builders Ltd",49.8820159,-97.1017229,541330,"Engineering Services",0.231,1,NA,NA,"MB","Winnipeg",2022
"Charleson Engineering Ltd",49.844504,-97.152947,541330,"Engineering Services",0.231,1,NA,NA,"MB","Winnipeg",2022
"Ap Infrastructure Solutions LP",49.951473,-97.122108,541330,"Engineering Services",34.65,150,NA,NA,"MB","Winnipeg",2022
"Dem Allen & Assoc Ltd",49.892979,-97.269259,541330,"Engineering Services",2.31,10,NA,NA,"MB","Winnipeg",2022
"D K Bennett & Assoc",49.8602205,-97.165768,541330,"Engineering Services",0.328,2,NA,NA,"MB","Winnipeg",2022
"D Oleksiuk & Assoc",49.885517,-97.100499,541330,"Engineering Services",0.462,2,NA,NA,"MB","Winnipeg",2022
"Dalco Wastewater Specialists",49.878577,-97.216587,541330,"Engineering Services",0.693,3,NA,NA,"MB","Winnipeg",2022
"DELCAN Western Ltd",49.874109,-97.20375,541330,"Engineering Services",1.848,8,NA,NA,"MB","Winnipeg",2022
"Denoon Projects Ltd",50.14208,-96.87627,541330,"Engineering Services",0.462,2,NA,NA,"MB","Selkirk",2022
"Diagnostic Engineering Ltd",49.8567235,-97.1156455,541330,"Engineering Services",0.693,3,NA,NA,"MB","Winnipeg",2022
"Enviro Pro Contracting",49.848437,-99.951435,541330,"Engineering Services",1.617,7,NA,NA,"MB","Brandon",2022
"Appin Associates",49.904521,-97.186235,541330,"Engineering Services",0.462,2,NA,NA,"MB","Winnipeg",2022
"G A Pratt & Assoc Inc",49.879063,-97.2682395,541330,"Engineering Services",0.231,1,NA,NA,"MB","Winnipeg",2022
"G H Currie & Assoc Ltd",49.890707,-97.141758,541330,"Engineering Services",1.617,7,NA,NA,"MB","Winnipeg",2022
"G K Yuill & Assoc Ltd",49.840349,-97.156081,541330,"Engineering Services",0.231,1,NA,NA,"MB","Winnipeg",2022
"Genco Engineering Conslnts Inc",49.189414,-97.945168,541330,"Engineering Services",0.693,3,NA,NA,"MB","Winkler",2022
"Gerhardt Process Instrmntn",49.817699,-97.148025,541330,"Engineering Services",0.693,3,NA,NA,"MB","Winnipeg",2022
"Hoemsen & Assoc Inc",49.844833,-97.137407,541330,"Engineering Services",1.617,7,NA,NA,"MB","Winnipeg",2022
"J R Cousin Consultants Ltd",49.818129,-97.188896,541330,"Engineering Services",4.62,20,NA,NA,"MB","Winnipeg",2022
"KGS Group",49.844371,-97.179676,541330,"Engineering Services",46.2,200,NA,NA,"MB","Winnipeg",2022
"LPD Engineering",49.845212,-97.128881,541330,"Engineering Services",1.617,7,NA,NA,"MB","Winnipeg",2022
"LP Williams & Assoc Ltd",49.860168,-97.165911,541330,"Engineering Services",1.386,6,NA,NA,"MB","Winnipeg",2022
"Lindal Consulting",49.865922,-97.110601,541330,"Engineering Services",2.079,9,NA,NA,"MB","Winnipeg",2022
"MCW Consultants Ltd",49.8953867,-97.1442558,541330,"Engineering Services",2.31,10,NA,NA,"MB","Winnipeg",2022
"Res/Op Technologies Inc",49.890691,-97.210169,541330,"Engineering Services",2.079,9,NA,NA,"MB","Winnipeg",2022
"National Testing Laboratories",49.818129,-97.188896,541330,"Engineering Services",2.772,12,NA,NA,"MB","Winnipeg",2022
"North-Man Consultants Ltd",49.895188,-97.13722,541330,"Engineering Services",2.31,10,NA,NA,"MB","Winnipeg",2022
"Nova 3 Consulting Engineers",49.888651,-97.136288,541330,"Engineering Services",4.389,19,NA,NA,"MB","Winnipeg",2022
"Beach Rocke Engineering",49.837059,-97.112304,541330,"Engineering Services",1.848,8,NA,NA,"MB","Winnipeg",2022
"Paddock Drilling Ltd",49.827396,-99.893999,541330,"Engineering Services",1.848,8,NA,NA,"MB","Brandon",2022
"Prairie Agricultural Machinery",49.95333,-98.27392,541330,"Engineering Services",2.31,10,NA,NA,"MB","Portage La Prairie",2022
"AECOM",49.83081,-97.186695,541330,"Engineering Services",55.44,240,NA,NA,"MB","Winnipeg",2022
"SAE Sims & Assoc Engineers",49.887514,-97.203698,541330,"Engineering Services",0.462,2,NA,NA,"MB","Winnipeg",2022
"SMS Engineering Ltd",49.9020985,-97.204407,541330,"Engineering Services",16.17,70,NA,NA,"MB","Winnipeg",2022
"Steckley Consulting Engineers",49.193675,-97.937581,541330,"Engineering Services",0.924,4,NA,NA,"MB","Winkler",2022
"T J Forrest & Co Ltd",49.888016,-97.223652,541330,"Engineering Services",0.328,2,NA,NA,"MB","Winnipeg",2022
"TPR Mechanical Consultants",49.9436035,-97.138602,541330,"Engineering Services",0.693,3,NA,NA,"MB","Winnipeg",2022
"Test Labs Intl Ltd",49.921173,-97.193728,541330,"Engineering Services",0.924,4,NA,NA,"MB","Winnipeg",2022
"Third Wave Engineering Inc",49.895188,-97.13722,541330,"Engineering Services",2.31,10,NA,NA,"MB","Winnipeg",2022
"Unies Limited",49.909174,-97.1993478,541330,"Engineering Services",0.693,3,NA,NA,"MB","Winnipeg",2022
"Hanuschak Consultants Inc",49.883731,-97.142364,541330,"Engineering Services",1.617,7,NA,NA,"MB","Winnipeg",2022
"Country Roads Truck & Diesel",49.1934394836426,-100.494071960449,541330,"Engineering Services",0.693,3,NA,NA,"MB","Deloraine",2022
"Wolfrom Engineering Ltd",49.878744,-97.138515,541330,"Engineering Services",3.003,13,NA,NA,"MB","Winnipeg",2022
"Zandstra Farag Consultants Ltd",49.890691,-97.210169,541330,"Engineering Services",0.231,1,NA,NA,"MB","Winnipeg",2022
"Walker Projects",50.454928,-104.617876,541330,"Engineering Services",9.24,30,NA,NA,"SK","Regina",2022
"Angle Design",48.791624,-123.449105,541330,"Engineering Services",0.462,2,NA,NA,"BC","Salt Spring Island",2022
"Hanson E H Engrng Group Ltd",49.135744,-123.024909,541330,"Engineering Services",0.462,2,NA,NA,"BC","Delta",2022
"Dddg Engineering Svc",44.5386174,-75.7605558,541330,"Engineering Services",0.693,3,NA,NA,"ON","Elizabethtown",2022
"Design Management Group Ltd",48.9589919,-54.5928119,541330,"Engineering Services",5.775,25,NA,NA,"NL","Gander",2022
"Gis Innovation Ltd",46.40051,-63.75249,541330,"Engineering Services",1.155,5,NA,NA,"PE","Summerside",2022
"Scl Engineering",46.232895,-63.12337,541330,"Engineering Services",0.924,4,NA,NA,"PE","Charlottetown",2022
"Brunswick Design Group Inc",46.091063,-64.782979,541330,"Engineering Services",0.693,3,NA,NA,"NB","Moncton",2022
"EMS Engineering Ltd",46.07555,-64.76411,541330,"Engineering Services",0.924,4,NA,NA,"NB","Riverview",2022
"Hoadley Engineering Ltd",46.085581,-64.787586,541330,"Engineering Services",2.079,9,NA,NA,"NB","Moncton",2022
"Viewcon Systems Engineering",49.8953545,-97.1797625,541330,"Engineering Services",1.617,7,NA,NA,"MB","Winnipeg",2022
"Elevator Systems Professionals",49.887578,-97.507498,541330,"Engineering Services",0.231,1,NA,NA,"MB","St Francois Xavier",2022
"Faraci Engineering",49.8102889,-97.0984945,541330,"Engineering Services",0.462,2,NA,NA,"MB","Winnipeg",2022
"Almitra Consulting Inc",49.854066,-97.1211415,541330,"Engineering Services",0.231,1,NA,NA,"MB","Winnipeg",2022
"Dyregrov Robinson",49.911567,-97.20278,541330,"Engineering Services",0.462,2,NA,NA,"MB","Winnipeg",2022
"Engineering Design Assoc",49.879678,-97.172846,541330,"Engineering Services",1.617,7,NA,NA,"MB","Winnipeg",2022
"R M Godse & Assoc Ltd",49.803691,-97.11168,541330,"Engineering Services",0.462,2,NA,NA,"MB","Winnipeg",2022
"Info Magnetics Technologies",49.89044,-97.14236,541330,"Engineering Services",6.93,30,NA,NA,"MB","Winnipeg",2022
"Integrated Engineering Softwre",49.901652,-97.211007,541330,"Engineering Services",5.775,25,NA,NA,"MB","Winnipeg",2022
"MEC Consulting",49.890691,-97.210169,541330,"Engineering Services",1.155,5,NA,NA,"MB","Winnipeg",2022
"Monac International Corp",49.9118092,-97.2015227,541330,"Engineering Services",1.617,7,NA,NA,"MB","Winnipeg",2022
"Proskiw Engineering",49.8863055,-97.224857,541330,"Engineering Services",0.231,1,NA,NA,"MB","Winnipeg",2022
"W G Rooke & Assoc Ltd",49.854183,-97.126947,541330,"Engineering Services",0.231,1,NA,NA,"MB","Winnipeg",2022
"Rossen Consultants",49.896247,-97.136877,541330,"Engineering Services",1.617,7,NA,NA,"MB","Winnipeg",2022
"Stasynec G D & Assoc Ltd",49.874423,-97.19712,541330,"Engineering Services",0.924,4,NA,NA,"MB","Winnipeg",2022
"Vision Engineering Research",49.893869,-97.149621,541330,"Engineering Services",1.617,7,NA,NA,"MB","Winnipeg",2022
"Agassiz Consulting Group",50.034418,-97.160786,541330,"Engineering Services",0.328,2,NA,NA,"MB","Winnipeg",2022
"Agassiz Consulting Group",50.034418,-97.160786,541330,"Engineering Services",0.328,2,NA,NA,"MB","Winnipeg",2022
"Tdm Technical Svc",43.756503,-79.474655,541330,"Engineering Services",0.924,4,NA,NA,"ON","North York",2022
"Cathro Engineering Ltd",43.645953,-79.508443,541330,"Engineering Services",0.231,1,NA,NA,"ON","Etobicoke",2022
"John Emery Geotechnical Engrng",43.668205,-79.304843,541330,"Engineering Services",0.693,3,NA,NA,"ON","Toronto",2022
"Canadian Engineering Invstgtns",43.699757,-79.56325,541330,"Engineering Services",3.927,17,NA,NA,"ON","Etobicoke",2022
"J D Hubbert & Assoc",43.61812,-79.5137907,541330,"Engineering Services",0.231,1,NA,NA,"ON","Etobicoke",2022
"International Sion Fellowship",43.657249,-79.673655,541330,"Engineering Services",0.924,4,NA,NA,"ON","Mississauga",2022
"Ehvert Engineering",43.648505,-79.387664,541330,"Engineering Services",11.55,50,NA,NA,"ON","Toronto",2022
"Ashwell Environmental Inc",43.701459,-79.517228,541330,"Engineering Services",0.693,3,NA,NA,"ON","York",2022
"Pilchner Schoustal Intl Inc",43.655749,-79.364348,541330,"Engineering Services",0.924,4,NA,NA,"ON","Toronto",2022
"Integral Group",43.647763,-79.392893,541330,"Engineering Services",5.775,25,NA,NA,"ON","Toronto",2022
"Brown Associates Ltd",43.714061,-79.355482,541330,"Engineering Services",1.155,5,NA,NA,"ON","East York",2022
"Lee Joseph Engineering Co Ltd",43.666729,-79.34684,541330,"Engineering Services",0.462,2,NA,NA,"ON","Toronto",2022
"Va Piscione",43.8283279,-79.4906346,541330,"Engineering Services",1.155,5,NA,NA,"ON","Concord",2022
"Shaw Energy & Chemicals",43.5880906,-79.7512033,541330,"Engineering Services",92.4,400,NA,NA,"ON","Mississauga",2022
"Dorlan Engineering Conslnts",43.712477,-79.654071,541330,"Engineering Services",2.772,12,NA,NA,"ON","Mississauga",2022
"Newman Engineering Inc",43.713059,-79.353578,541330,"Engineering Services",0.924,4,NA,NA,"ON","East York",2022
"Abco Engineering-Operations",43.712364,-79.401934,541330,"Engineering Services",0.462,2,NA,NA,"ON","Toronto",2022
"Denis Lariviere Experts Consel",45.636142,-73.810675,541330,"Engineering Services",1.155,5,NA,NA,"QC","Rosemere",2022
"Sinas Consultants Inc",45.643086,-73.83321,541330,"Engineering Services",0.693,3,NA,NA,"QC","Sainte-Therese",2022
"Consultants Rene Gervais Inc",46.744431,-72.504794,541330,"Engineering Services",0.693,3,NA,NA,"QC","Saint-Tite",2022
"Concept Optimum Inc",45.569652,-73.205976,541330,"Engineering Services",0.462,2,NA,NA,"QC","Beloeil",2022
"Groupe Ultragen Ltee",45.560761,-73.466639,541330,"Engineering Services",9.24,40,NA,NA,"QC","Longueuil",2022
